[2026-04-01 20:06:52] IP: 10.30.30.23     | User: okura-it        | Status: SUCCESS (End-User)
[2026-04-01 20:08:07] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-01 20:17:17] IP: 10.30.30.23     | User: okura-it        | Status: FAILED - Wrong Password
[2026-04-01 20:17:23] IP: 10.30.30.23     | User: dani.renegado   | Status: FAILED - Wrong Password
[2026-04-01 20:17:29] IP: 10.30.30.23     | User: okura-it        | Status: SUCCESS (End-User)
[2026-04-01 20:19:09] IP: 10.30.30.23     | User: dani.renegado   | Status: FAILED - Wrong Password
[2026-04-01 20:19:17] IP: 10.30.30.23     | User: dani.renegado@okuramnl.local | Status: FAILED - Wrong Password
[2026-04-01 20:19:24] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-01 20:23:16] IP: 10.30.30.23     | User: okura-it        | Status: SUCCESS (End-User)
[2026-04-01 20:24:26] IP: 10.30.30.23     | User: okura-it        | Status: SUCCESS (End-User)
[2026-04-01 20:26:07] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-01 20:31:53] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-01 20:33:56] IP: 10.30.30.23     | User: okura-it        | Status: SUCCESS (End-User)
[2026-04-01 20:40:48] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-01 20:44:46] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-01 20:45:39] IP: 10.30.30.23     | User: okura-it        | Status: SUCCESS (End-User)
[2026-04-01 20:46:08] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-01 20:46:42] IP: 10.30.30.23     | User: dani.renegado   | Status: FAILED - Wrong Password
[2026-04-01 20:53:36] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-01 20:54:11] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-01 20:55:31] IP: 10.30.30.23     | User: marc.garcia     | Status: FAILED - Wrong Password
[2026-04-01 20:55:39] IP: 10.30.30.23     | User: marc.garcia     | Status: SUCCESS (IT)
[2026-04-01 20:57:05] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-01 20:57:29] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-01 21:01:03] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-01 21:10:20] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-01 21:12:43] IP: 10.30.30.23     | User: okura-it        | Status: SUCCESS (End-User)
[2026-04-01 21:17:23] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-01 21:30:06] IP: 10.30.30.23     | User: okura-it        | Status: SUCCESS (End-User)
[2026-04-01 21:30:13] IP: 10.30.30.23     | User: bruno.mars      | Status: SUCCESS (End-User)
[2026-04-01 21:32:19] IP: 10.30.30.23     | User: bruno.mars      | Status: SUCCESS (End-User)
[2026-04-01 21:33:45] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-01 21:44:05] IP: 10.30.30.23     | User: marc.garcia     | Status: SUCCESS (IT)
[2026-04-01 21:45:37] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-01 21:51:20] IP: 10.30.30.23     | User: bruno.mars      | Status: SUCCESS (End-User)
[2026-04-01 21:51:51] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-01 21:58:33] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 08:20:07] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 08:31:00] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 08:40:19] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 08:42:40] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 08:43:34] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 09:52:09] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 09:54:21] IP: 10.30.30.23     | User: okura-it        | Status: SUCCESS (End-User)
[2026-04-02 09:56:19] IP: 11.30.0.1       | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 09:56:31] IP: 11.30.0.1       | User: okura-it        | Status: SUCCESS (End-User)
[2026-04-02 10:02:03] IP: 11.30.0.32      | User: okura-it        | Status: SUCCESS (End-User)
[2026-04-02 10:22:40] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 10:55:02] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 11:06:02] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 11:08:51] IP: 10.30.30.23     | User: okura-it        | Status: SUCCESS (End-User)
[2026-04-02 11:10:41] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 11:55:23] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 11:56:43] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 11:59:47] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 12:01:47] IP: 10.30.30.23     | User: okura-it        | Status: SUCCESS (End-User)
[2026-04-02 12:12:51] IP: 11.30.0.7       | User: bruno.mars      | Status: SUCCESS (End-User)
[2026-04-02 12:35:23] IP: 11.30.0.223     | User: marc.garcia     | Status: SUCCESS (IT)
[2026-04-02 12:35:58] IP: 11.30.0.223     | User: bruno.mars      | Status: SUCCESS (End-User)
[2026-04-02 12:44:31] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 12:44:53] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 13:30:20] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 13:31:13] IP: 11.30.0.223     | User: bruno.mars      | Status: SUCCESS (End-User)
[2026-04-02 13:52:33] IP: 11.30.1.26      | User: bruno.mars      | Status: SUCCESS (End-User)
[2026-04-02 14:02:48] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 15:31:12] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 15:49:20] IP: 11.30.0.223     | User: marc.garcia     | Status: SUCCESS (IT)
[2026-04-02 16:18:06] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 16:58:21] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 18:03:35] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 18:09:37] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 18:17:47] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 18:24:26] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 18:28:40] IP: 10.30.30.23     | User: bruno.mars      | Status: SUCCESS (End-User)
[2026-04-02 18:30:44] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 18:35:04] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 19:09:46] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 20:22:42] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 21:17:19] IP: 10.30.30.23     | User: bruono.mars     | Status: FAILED - Wrong Password
[2026-04-02 21:17:29] IP: 10.30.30.23     | User: bruno.mars      | Status: SUCCESS (End-User)
[2026-04-02 21:20:53] IP: 10.30.30.23     | User: marc.garica     | Status: FAILED - Wrong Password
[2026-04-02 21:21:01] IP: 10.30.30.23     | User: marc.garcia     | Status: SUCCESS (IT)
[2026-04-02 21:24:58] IP: 10.30.30.23     | User: bruno.mars      | Status: SUCCESS (End-User)
[2026-04-02 21:25:51] IP: 10.30.30.23     | User: okura-it        | Status: SUCCESS (End-User)
[2026-04-02 21:33:39] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-02 21:34:40] IP: 10.30.30.23     | User: bruno.mars      | Status: FAILED - Wrong Password
[2026-04-02 21:34:48] IP: 10.30.30.23     | User: bruno.mars      | Status: SUCCESS (End-User)
[2026-04-02 21:37:21] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-03 08:40:00] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-03 08:41:04] IP: 10.30.30.23     | User: bruno.mars      | Status: SUCCESS (End-User)
[2026-04-03 08:44:08] IP: 10.30.30.23     | User: okura-it        | Status: SUCCESS (End-User)
[2026-04-03 09:29:06] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-03 09:34:05] IP: 10.30.30.23     | User: bruno.mars      | Status: FAILED - Wrong Password
[2026-04-03 09:34:15] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-03 09:34:27] IP: 10.30.30.23     | User: dani.renegado   | Status: FAILED - Wrong Password
[2026-04-03 09:34:35] IP: 10.30.30.23     | User: bruno.mars      | Status: SUCCESS (End-User)
[2026-04-03 09:44:34] IP: 10.30.30.23     | User: bruno.mars      | Status: SUCCESS (End-User)
[2026-04-03 09:53:44] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-03 12:16:10] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-03 12:18:50] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-03 12:21:03] IP: 11.30.0.223     | User: marc.garcia     | Status: SUCCESS (IT)
[2026-04-03 12:24:56] IP: 10.30.30.23     | User: bruno.mars      | Status: SUCCESS (End-User)
[2026-04-03 12:50:16] IP: 10.30.30.23     | User: marc.garcia     | Status: SUCCESS (IT)
[2026-04-03 12:52:12] IP: 10.30.30.23     | User: marc.garcia     | Status: SUCCESS (IT)
[2026-04-03 12:52:39] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
[2026-04-03 13:22:33] IP: 10.30.30.23     | User: dani.renegado   | Status: SUCCESS (IT)
